age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager
30,no,travel_rarely,1465,research & development,1,3,medical,4,male,63,3,1,research scientist,2,married,3579,9369,0,yes,21,4,1,1,12,2,3,11,9,5,7
42,no,travel_frequently,458,research & development,26,5,medical,1,female,60,3,3,research director,1,married,13191,23281,3,yes,17,3,3,0,20,6,3,1,0,0,0
35,no,non-travel,1212,sales,8,2,marketing,3,female,78,2,3,sales executive,4,married,10377,13755,4,yes,11,3,2,1,16,6,2,13,2,4,12
27,no,travel_rarely,1103,research & development,14,3,life sciences,1,male,42,3,1,research scientist,1,married,2235,14377,1,yes,14,3,4,2,9,3,2,9,7,6,8
54,no,travel_frequently,966,research & development,1,4,life sciences,4,female,53,3,3,manufacturing director,3,divorced,10502,9659,7,no,17,3,1,1,33,2,1,5,4,1,4
44,no,travel_rarely,1117,research & development,2,1,life sciences,1,female,72,4,1,research scientist,4,married,2011,19982,1,no,13,3,4,1,10,5,3,10,5,7,7
19,yes,non-travel,504,research & development,10,3,medical,1,female,96,2,1,research scientist,2,single,1859,6148,1,yes,25,4,2,0,1,2,4,1,1,0,0
29,no,travel_rarely,1010,research & development,1,3,life sciences,1,female,97,3,1,research scientist,4,divorced,3760,5598,1,no,15,3,1,3,3,5,3,3,2,1,2
54,no,travel_rarely,685,research & development,3,3,life sciences,4,male,85,3,4,research director,4,married,17779,23474,3,no,14,3,1,0,36,2,3,10,9,0,9
31,no,travel_rarely,1332,research & development,11,2,medical,3,male,80,3,2,healthcare representative,1,married,6833,17089,1,yes,12,3,4,0,6,2,2,6,5,0,1
31,no,travel_rarely,1062,research & development,24,3,medical,3,female,96,2,2,healthcare representative,1,single,6812,17198,1,no,19,3,2,0,10,2,3,10,9,1,8
59,no,travel_rarely,326,sales,3,3,life sciences,3,female,48,2,2,sales executive,4,single,5171,16490,5,no,17,3,4,0,13,2,3,6,1,0,5
43,no,travel_rarely,920,research & development,3,3,life sciences,3,male,96,1,5,research director,4,married,19740,18625,3,no,14,3,2,1,25,2,3,8,7,0,7
49,no,travel_rarely,1098,research & development,4,2,medical,1,male,85,2,5,manager,3,married,18711,12124,2,no,13,3,3,1,23,2,4,1,0,0,0
36,no,travel_frequently,469,research & development,3,3,technical degree,3,male,46,3,1,research scientist,2,married,3692,9256,1,no,12,3,3,0,12,2,2,11,10,0,7
48,no,travel_rarely,969,research & development,2,2,technical degree,4,male,76,4,1,laboratory technician,2,single,2559,16620,5,no,11,3,3,0,7,4,2,1,0,0,0
27,no,travel_rarely,1167,research & development,4,2,life sciences,1,male,76,3,1,research scientist,3,divorced,2517,3208,1,no,11,3,2,3,5,2,3,5,3,0,3
29,no,travel_rarely,1329,research & development,7,3,life sciences,3,male,82,3,2,healthcare representative,4,divorced,6623,4204,1,yes,11,3,2,2,6,2,3,6,0,1,0
48,no,travel_rarely,715,research & development,1,3,life sciences,4,male,76,2,5,research director,4,single,18265,8733,6,no,12,3,3,0,25,3,4,1,0,0,0
29,no,travel_rarely,694,research & development,1,3,life sciences,4,female,87,2,4,research director,4,divorced,16124,3423,3,no,14,3,2,2,9,2,2,7,7,1,7
34,no,travel_rarely,1320,research & development,20,3,technical degree,3,female,89,4,1,research scientist,3,married,2585,21643,0,no,17,3,4,0,2,5,2,1,0,0,0
44,no,travel_rarely,1099,sales,5,3,marketing,2,male,88,3,5,manager,2,married,18213,8751,7,no,11,3,3,1,26,5,3,22,9,3,10
33,no,travel_rarely,536,sales,10,5,marketing,4,male,82,4,3,sales executive,3,divorced,8380,21708,0,yes,14,3,4,2,10,3,3,9,8,0,8
19,no,travel_rarely,265,research & development,25,3,life sciences,2,female,57,4,1,research scientist,4,single,2994,21221,1,yes,12,3,4,0,1,2,3,1,0,0,1
23,no,travel_rarely,373,research & development,1,2,life sciences,4,male,47,3,1,research scientist,3,married,1223,16901,1,no,22,4,4,1,1,2,3,1,0,0,1
25,yes,travel_frequently,599,sales,24,1,life sciences,3,male,73,1,1,sales representative,4,single,1118,8040,1,yes,14,3,4,0,1,4,3,1,0,1,0
26,no,travel_rarely,583,research & development,4,2,life sciences,3,male,53,3,1,research scientist,4,single,2875,9973,1,yes,20,4,2,0,8,2,2,8,5,2,2
45,yes,travel_rarely,1449,sales,2,3,marketing,1,female,94,1,5,manager,2,single,18824,2493,2,yes,16,3,1,0,26,2,3,24,10,1,11
55,no,non-travel,177,research & development,8,1,medical,4,male,37,2,4,healthcare representative,2,divorced,13577,25592,1,yes,15,3,4,1,34,3,3,33,9,15,0
21,yes,travel_frequently,251,research & development,10,2,life sciences,1,female,45,2,1,laboratory technician,3,single,2625,25308,1,no,20,4,3,0,2,2,1,2,2,2,2
46,no,travel_rarely,168,sales,4,2,marketing,4,female,33,2,5,manager,2,married,18789,9946,2,no,14,3,3,1,26,2,3,11,4,0,8
34,no,travel_rarely,131,sales,2,3,marketing,3,female,86,3,2,sales executive,1,single,4538,6039,0,yes,12,3,4,0,4,3,3,3,2,0,2
51,no,travel_frequently,237,sales,9,3,life sciences,4,male,83,3,5,manager,2,divorced,19847,19196,4,yes,24,4,1,1,31,5,2,29,10,11,10
59,no,travel_rarely,1429,research & development,18,4,medical,4,male,67,3,3,manufacturing director,4,single,10512,20002,6,no,12,3,4,0,25,6,2,9,7,5,4
34,no,travel_frequently,135,research & development,19,3,medical,3,female,46,3,2,laboratory technician,2,divorced,4444,22534,4,no,13,3,3,2,15,2,4,11,8,5,10
28,no,travel_frequently,791,research & development,1,4,medical,4,male,44,3,1,laboratory technician,3,single,2154,6842,0,yes,11,3,3,0,5,2,2,4,2,0,2
44,no,travel_rarely,1199,research & development,4,2,life sciences,3,male,92,4,5,manager,1,divorced,19190,17477,1,no,14,3,4,2,26,4,2,25,9,14,13
34,no,travel_frequently,648,human resources,11,3,life sciences,3,male,56,2,2,human resources,2,married,4490,21833,4,no,11,3,4,2,14,5,4,10,9,1,8
35,no,travel_rarely,735,research & development,6,1,life sciences,3,male,66,3,1,research scientist,3,married,3506,6020,0,yes,14,3,4,0,4,3,3,3,2,2,2
42,no,travel_rarely,603,research & development,7,4,medical,2,female,78,4,2,research scientist,2,married,2372,5628,6,yes,16,3,4,0,18,2,3,1,0,0,0
43,no,travel_rarely,531,sales,4,4,marketing,4,female,56,2,3,sales executive,4,single,10231,20364,3,no,14,3,4,0,23,3,4,21,7,15,17
36,no,travel_rarely,429,research & development,2,4,life sciences,3,female,53,3,2,manufacturing director,2,single,5410,2323,9,yes,11,3,4,0,18,2,3,16,14,5,12
44,yes,travel_rarely,621,research & development,15,3,medical,1,female,73,3,3,healthcare representative,4,married,7978,14075,1,no,11,3,4,1,10,2,3,10,7,0,5
28,no,travel_frequently,193,research & development,2,3,life sciences,4,male,52,2,1,laboratory technician,4,married,3867,14222,1,yes,12,3,2,1,2,2,3,2,2,2,2
51,no,travel_frequently,968,research & development,6,2,medical,2,female,40,2,1,laboratory technician,3,single,2838,4257,0,no,14,3,2,0,8,6,2,7,0,7,7
30,no,non-travel,879,research & development,9,2,medical,3,female,72,3,2,manufacturing director,3,single,4695,12858,7,yes,18,3,3,0,10,3,3,8,4,1,7
29,yes,travel_rarely,806,research & development,7,3,technical degree,2,female,39,3,1,laboratory technician,3,divorced,3339,17285,3,yes,13,3,1,2,10,2,3,7,7,7,7
28,no,travel_rarely,640,research & development,1,3,technical degree,4,male,84,3,1,research scientist,1,single,2080,4732,2,no,11,3,2,0,5,2,2,3,2,1,2
25,no,travel_rarely,266,research & development,1,3,medical,4,female,40,3,1,research scientist,2,single,2096,18830,1,no,18,3,4,0,2,3,2,2,2,2,1
32,no,travel_rarely,604,sales,8,3,medical,3,male,56,4,2,sales executive,4,married,6209,11693,1,no,15,3,3,2,10,4,4,10,7,0,8
45,no,travel_frequently,364,research & development,25,3,medical,2,female,83,3,5,manager,2,single,18061,13035,3,no,22,4,3,0,22,4,3,0,0,0,0
39,no,travel_rarely,412,research & development,13,4,medical,3,female,94,2,4,manager,2,divorced,17123,17334,6,yes,13,3,4,2,21,4,3,19,9,15,2
58,no,travel_rarely,848,research & development,23,4,life sciences,1,male,88,3,1,research scientist,3,divorced,2372,26076,1,no,12,3,4,2,2,3,3,2,2,2,2
32,yes,travel_rarely,1089,research & development,7,2,life sciences,4,male,79,3,2,laboratory technician,3,married,4883,22845,1,no,18,3,1,1,10,3,3,10,4,1,1
39,yes,travel_rarely,360,research & development,23,3,medical,3,male,93,3,1,research scientist,1,single,3904,22154,0,no,13,3,1,0,6,2,3,5,2,0,3
30,no,travel_rarely,1138,research & development,6,3,technical degree,1,female,48,2,2,laboratory technician,4,married,4627,23631,0,no,12,3,1,1,10,6,3,9,2,6,7
36,no,travel_rarely,325,research & development,10,4,technical degree,4,female,63,3,3,healthcare representative,3,married,7094,5747,3,no,12,3,1,0,10,0,3,7,7,1,7
46,no,travel_rarely,991,human resources,1,2,life sciences,4,female,44,3,1,human resources,1,single,3423,22957,6,no,12,3,3,0,10,3,4,7,6,5,7
28,no,non-travel,1476,research & development,1,3,life sciences,3,female,55,1,2,laboratory technician,4,married,6674,16392,0,no,11,3,1,3,10,6,3,9,8,7,5
50,no,travel_rarely,1322,research & development,28,3,life sciences,4,female,43,3,4,research director,1,married,16880,22422,4,yes,11,3,2,0,25,2,3,3,2,1,2
40,yes,travel_rarely,299,sales,25,4,marketing,4,male,57,2,3,sales executive,2,single,9094,17235,2,yes,12,3,3,0,9,2,3,5,4,1,0
52,yes,travel_rarely,1030,sales,5,3,life sciences,2,male,64,3,3,sales executive,2,single,8446,21534,9,yes,19,3,3,0,10,2,2,8,7,7,7
30,no,travel_rarely,634,research & development,17,4,medical,2,female,95,3,3,manager,1,married,11916,25927,1,yes,23,4,4,2,9,2,3,9,1,0,8
39,no,travel_rarely,524,research & development,18,2,life sciences,1,male,32,3,2,manufacturing director,3,single,4534,13352,0,no,11,3,1,0,9,6,3,8,7,1,7
31,no,non-travel,587,sales,2,4,life sciences,4,female,57,3,3,sales executive,3,divorced,9852,8935,1,yes,19,3,1,1,10,5,2,10,8,9,6
41,no,non-travel,256,sales,10,2,medical,3,male,40,1,2,sales executive,2,single,6151,22074,1,no,13,3,1,0,19,4,3,19,2,11,9
31,yes,travel_frequently,1060,sales,1,3,life sciences,4,female,54,3,1,sales representative,2,single,2302,8319,1,yes,11,3,1,0,3,2,4,3,2,2,2
44,yes,travel_rarely,935,research & development,3,3,life sciences,1,male,89,3,1,laboratory technician,1,married,2362,14669,4,no,12,3,3,0,10,4,4,3,2,1,2
42,no,non-travel,495,research & development,2,1,life sciences,3,male,37,3,4,manager,3,married,17861,26582,0,yes,13,3,4,0,21,3,2,20,8,2,10
55,no,travel_rarely,282,research & development,2,2,medical,4,female,58,1,5,manager,3,married,19187,6992,4,no,14,3,4,1,23,5,3,19,9,9,11
56,no,travel_rarely,206,human resources,8,4,life sciences,4,male,99,3,5,manager,2,single,19717,4022,6,no,14,3,1,0,36,4,3,7,3,7,7
40,no,non-travel,458,research & development,16,2,life sciences,3,male,74,3,1,research scientist,3,divorced,3544,8532,9,no,16,3,2,1,6,0,3,4,2,0,0
34,no,travel_rarely,943,research & development,9,3,life sciences,4,male,86,3,3,healthcare representative,4,divorced,8500,5494,0,no,11,3,4,1,10,0,2,9,7,1,6
40,no,travel_rarely,523,research & development,2,3,life sciences,3,male,98,3,2,research scientist,4,single,4661,22455,1,no,13,3,3,0,9,4,3,9,8,8,8
41,no,travel_frequently,1018,sales,1,3,marketing,3,female,66,3,2,sales executive,1,divorced,4103,4297,0,no,17,3,4,1,10,2,3,9,3,1,7
35,no,travel_frequently,482,research & development,4,4,life sciences,3,male,87,3,2,research scientist,3,single,4249,2690,1,yes,11,3,2,0,9,3,3,9,6,1,1
51,no,travel_rarely,770,human resources,5,3,life sciences,3,male,84,3,4,manager,2,divorced,14026,17588,1,yes,11,3,2,1,33,2,3,33,9,0,10
38,no,travel_rarely,1009,sales,2,2,life sciences,2,female,31,3,2,sales executive,1,divorced,6893,19461,3,no,15,3,4,1,11,3,3,7,7,1,7
34,no,travel_rarely,507,sales,15,2,medical,3,female,66,3,2,sales executive,1,single,6125,23553,1,no,12,3,4,0,10,6,4,10,8,9,6
25,no,travel_rarely,882,research & development,19,1,medical,4,male,67,3,1,laboratory technician,4,married,3669,9075,3,no,11,3,3,3,7,6,2,3,2,1,2
58,yes,travel_rarely,601,research & development,7,4,medical,3,female,53,2,3,manufacturing director,1,married,10008,12023,7,yes,14,3,4,0,31,0,2,10,9,5,9
40,no,travel_rarely,329,research & development,1,4,life sciences,2,male,88,3,1,laboratory technician,2,married,2387,6762,3,no,22,4,3,1,7,3,3,4,2,0,3
36,no,travel_frequently,607,sales,7,3,marketing,1,female,83,4,2,sales executive,1,married,4639,2261,2,no,16,3,4,1,17,2,2,15,7,6,13
48,no,travel_rarely,855,research & development,4,3,life sciences,4,male,54,3,3,manufacturing director,4,single,7898,18706,1,no,11,3,3,0,11,2,3,10,9,0,8
27,no,travel_rarely,1291,sales,11,3,medical,3,female,98,4,1,sales representative,4,married,2534,6527,8,no,14,3,2,1,5,4,3,1,0,0,0
51,no,travel_rarely,1405,research & development,11,2,technical degree,4,female,82,2,4,manufacturing director,2,single,13142,24439,3,no,16,3,2,0,29,1,2,5,2,0,3
18,no,non-travel,1124,research & development,1,3,life sciences,4,female,97,3,1,laboratory technician,4,single,1611,19305,1,no,15,3,3,0,0,5,4,0,0,0,0
35,no,travel_rarely,817,research & development,1,3,medical,4,female,60,2,2,laboratory technician,4,married,5363,10846,0,no,12,3,2,1,10,0,3,9,7,0,0
27,no,travel_frequently,793,sales,2,1,life sciences,4,male,43,1,2,sales executive,4,single,5071,20392,3,no,20,4,2,0,8,3,3,6,2,0,0
55,yes,travel_rarely,267,sales,13,4,marketing,1,male,85,4,4,sales executive,3,single,13695,9277,6,yes,17,3,3,0,24,2,2,19,7,3,8
56,no,travel_rarely,1369,research & development,23,3,life sciences,4,male,68,3,4,manufacturing director,2,married,13402,18235,4,yes,12,3,1,1,33,0,3,19,16,15,9
34,no,non-travel,999,research & development,26,1,technical degree,1,female,92,2,1,research scientist,3,divorced,2029,15891,1,no,20,4,3,3,5,2,3,5,4,0,0
40,no,travel_rarely,1202,research & development,2,1,medical,2,female,89,4,2,healthcare representative,3,divorced,6377,13888,5,no,20,4,2,3,15,0,3,12,11,11,8
34,no,travel_rarely,285,research & development,29,3,medical,2,male,86,3,2,laboratory technician,3,married,5429,17491,4,no,13,3,1,2,10,1,3,8,7,7,7
31,yes,travel_frequently,703,sales,2,3,life sciences,3,female,90,2,1,sales representative,4,single,2785,11882,7,no,14,3,3,0,3,3,4,1,0,0,0
35,yes,travel_frequently,662,sales,18,4,marketing,4,female,67,3,2,sales executive,3,married,4614,23288,0,yes,18,3,3,1,5,0,2,4,2,3,2
38,no,travel_frequently,693,research & development,7,3,life sciences,4,male,57,4,1,research scientist,3,divorced,2610,15748,1,no,11,3,4,3,4,2,3,4,2,0,3
34,no,travel_rarely,404,research & development,2,4,technical degree,3,female,98,3,2,healthcare representative,4,single,6687,6163,1,no,11,3,4,0,14,2,4,14,11,4,11
28,no,travel_rarely,736,sales,26,3,life sciences,3,male,48,2,2,sales executive,1,married,4724,24232,1,no,11,3,3,1,5,0,3,5,3,0,4
31,yes,travel_rarely,330,research & development,22,4,medical,4,male,98,3,2,manufacturing director,3,married,6179,21057,1,yes,15,3,4,2,10,3,2,10,2,6,7
39,no,travel_rarely,1498,sales,21,4,life sciences,1,male,44,2,2,sales executive,4,married,6120,3567,3,yes,12,3,4,2,8,2,4,5,4,1,4
51,no,travel_frequently,541,sales,2,3,marketing,2,male,52,3,3,sales executive,2,married,10596,15395,2,no,11,3,2,0,14,5,3,4,2,3,2
41,no,travel_frequently,1200,research & development,22,3,life sciences,4,female,75,3,2,research scientist,4,divorced,5467,13953,3,yes,14,3,1,2,12,4,2,6,2,3,3
37,no,travel_rarely,1439,research & development,4,1,life sciences,3,male,54,3,1,research scientist,3,married,2996,5182,7,yes,15,3,4,0,8,2,3,6,4,1,3
33,no,travel_frequently,1111,sales,5,1,life sciences,2,male,61,3,2,sales executive,4,married,9998,19293,6,no,13,3,1,0,8,2,4,5,4,1,2
32,no,travel_rarely,499,sales,2,1,marketing,3,male,36,3,2,sales executive,2,married,4078,20497,0,yes,13,3,1,3,4,3,2,3,2,1,2
39,no,non-travel,1485,research & development,25,2,life sciences,3,male,71,3,3,healthcare representative,3,married,10920,3449,3,no,21,4,2,1,13,2,3,6,4,0,5
25,no,travel_rarely,1372,sales,18,1,life sciences,1,male,93,4,2,sales executive,3,married,6232,12477,2,no,11,3,2,0,6,3,2,3,2,1,2
52,no,travel_frequently,322,research & development,28,2,medical,4,female,59,4,4,manufacturing director,3,married,13247,9731,2,yes,11,3,2,1,24,3,2,5,3,0,2
43,no,travel_rarely,930,research & development,6,3,medical,1,female,73,2,2,research scientist,3,single,4081,20003,1,yes,14,3,1,0,20,3,1,20,7,1,8
27,no,travel_rarely,205,sales,10,3,marketing,4,female,98,2,2,sales executive,4,married,5769,7100,1,yes,11,3,4,0,6,3,3,6,2,4,4
27,yes,travel_rarely,135,research & development,17,4,life sciences,4,female,51,3,1,research scientist,3,single,2394,25681,1,yes,13,3,4,0,8,2,3,8,2,7,7
26,no,travel_rarely,683,research & development,2,1,medical,1,male,36,2,1,research scientist,4,single,3904,4050,0,no,12,3,4,0,5,2,3,4,3,1,1
42,no,travel_rarely,1147,human resources,10,3,human resources,3,female,31,3,4,manager,1,married,16799,16616,0,no,14,3,3,1,21,5,3,20,7,0,9
52,no,travel_rarely,258,research & development,8,4,other,3,female,54,3,1,laboratory technician,1,married,2950,17363,9,no,13,3,3,0,12,2,1,5,4,0,4
37,no,travel_rarely,1462,research & development,11,3,medical,1,female,94,3,1,laboratory technician,3,single,3629,19106,4,no,18,3,1,0,8,6,3,3,2,0,2
35,no,travel_frequently,200,research & development,18,2,life sciences,3,male,60,3,3,manufacturing director,4,single,9362,19944,2,no,11,3,3,0,10,2,3,2,2,2,2
25,no,travel_rarely,949,research & development,1,3,technical degree,1,male,81,3,1,laboratory technician,4,married,3229,4910,4,no,11,3,2,1,7,2,2,3,2,0,2
26,no,travel_rarely,652,research & development,7,3,other,3,male,100,4,1,laboratory technician,1,single,3578,23577,0,no,12,3,4,0,8,2,3,7,7,0,7
29,no,travel_rarely,332,human resources,17,3,other,2,male,51,2,3,human resources,1,single,7988,9769,1,no,13,3,1,0,10,3,2,10,9,0,9
49,yes,travel_frequently,1475,research & development,28,2,life sciences,1,male,97,2,2,laboratory technician,1,single,4284,22710,3,no,20,4,1,0,20,2,3,4,3,1,3
29,yes,travel_frequently,337,research & development,14,1,other,3,female,84,3,3,healthcare representative,4,single,7553,22930,0,yes,12,3,1,0,9,1,3,8,7,7,7
54,no,travel_rarely,971,research & development,1,3,medical,4,female,54,3,4,research director,4,single,17328,5652,6,no,19,3,4,0,29,3,2,20,7,12,7
58,no,travel_rarely,1055,research & development,1,3,medical,4,female,76,3,5,research director,1,married,19701,22456,3,yes,21,4,3,1,32,3,3,9,8,1,5
55,no,travel_rarely,1136,research & development,1,4,medical,2,male,81,4,4,research director,4,divorced,14732,12414,2,no,13,3,4,2,31,4,4,7,7,0,0
36,no,travel_rarely,1174,sales,3,4,marketing,1,female,99,3,2,sales executive,2,single,9278,20763,3,yes,16,3,4,0,15,3,3,5,4,0,1
31,yes,travel_frequently,667,sales,1,4,life sciences,2,female,50,1,1,sales representative,3,single,1359,16154,1,no,12,3,2,0,1,3,3,1,0,0,0
30,no,travel_rarely,855,sales,7,4,marketing,4,female,73,3,2,sales executive,1,divorced,4779,12761,7,no,14,3,2,2,8,3,3,3,2,0,2
31,no,travel_rarely,182,research & development,8,5,life sciences,1,female,93,3,4,research director,2,single,16422,8847,3,no,11,3,3,0,9,3,4,3,2,1,0
34,no,travel_frequently,560,research & development,1,4,other,4,male,91,3,1,research scientist,1,divorced,2996,20284,5,no,14,3,3,2,10,2,3,4,3,1,3
31,yes,travel_rarely,202,research & development,8,3,life sciences,1,female,34,2,1,research scientist,2,single,1261,22262,1,no,12,3,3,0,1,3,4,1,0,0,0
27,no,travel_rarely,1377,research & development,11,1,life sciences,2,male,91,3,1,laboratory technician,1,married,2099,7679,0,no,14,3,2,0,6,3,4,5,0,1,4
36,no,travel_rarely,172,research & development,4,4,life sciences,1,male,37,2,2,laboratory technician,4,single,5810,22604,1,no,16,3,3,0,10,2,2,10,4,1,8
36,no,travel_rarely,329,sales,16,4,marketing,3,female,98,2,2,sales executive,1,married,5647,13494,4,no,13,3,1,2,11,3,2,3,2,0,2
47,no,travel_rarely,465,research & development,1,3,technical degree,1,male,74,3,1,research scientist,4,married,3420,10205,7,no,12,3,3,1,17,2,2,6,5,1,2
25,yes,travel_rarely,383,sales,9,2,life sciences,1,male,68,2,1,sales representative,1,married,4400,15182,3,no,12,3,1,0,6,2,3,3,2,2,2
37,no,non-travel,1413,research & development,5,2,technical degree,3,male,84,4,1,laboratory technician,3,single,3500,25470,0,no,14,3,1,0,7,2,1,6,5,1,3
