,age,attrition,businesstravel,department,distancefromhome,education,educationfield,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,salaryquartile,worklesstwoyears,newatcompany,highriskjob,youngsingleoverworked,stay_prob
1274,31,0,travel_rarely,sales,29,4,marketing,1,female,2,2,sales executive,4,married,5468,1,no,14,3,1,2,13,3,3,12,7,5,7,3,0,0,0,0,0.6871577836959386
1276,37,0,travel_rarely,sales,9,2,marketing,2,male,2,2,sales executive,2,married,4189,1,no,14,3,1,2,5,2,3,5,2,0,3,2,0,0,0,0,0.7378730573279816
1278,36,0,travel_rarely,research & development,10,3,life sciences,4,male,3,3,healthcare representative,1,married,8321,7,yes,13,3,4,1,15,1,3,12,8,5,7,4,0,0,0,1,0.823343708285823
1280,37,0,travel_rarely,human resources,8,2,other,3,male,3,2,human resources,2,divorced,4071,2,no,13,3,3,0,19,4,2,10,0,4,7,2,0,0,0,0,0.960936107740722
1281,35,1,travel_rarely,sales,27,3,life sciences,3,male,3,2,sales executive,4,single,5813,1,yes,18,3,4,0,10,2,3,10,7,7,7,4,0,0,0,2,0.453040458039295
1282,33,0,travel_rarely,research & development,8,4,life sciences,4,male,4,1,research scientist,1,married,3143,6,no,19,3,2,1,14,1,3,10,8,7,6,2,0,0,0,0,0.7730013257930872
1283,28,0,travel_rarely,research & development,1,3,life sciences,3,male,3,1,research scientist,4,married,2044,1,no,11,3,3,1,5,6,4,5,3,0,3,1,0,0,0,0,0.9988846278455277
1284,39,0,travel_rarely,research & development,10,1,medical,3,male,3,3,research director,3,single,13464,7,no,21,4,3,0,9,3,3,4,3,2,2,5,0,0,0,1,0.9695605183801964
1286,40,0,travel_rarely,research & development,2,2,life sciences,3,female,3,1,laboratory technician,1,married,3377,4,no,17,3,4,1,7,5,2,4,3,0,2,2,0,0,1,0,0.9751711162542508
1288,35,0,non-travel,research & development,2,2,medical,2,male,3,2,manufacturing director,4,divorced,5762,2,no,14,3,3,1,15,6,3,7,7,1,7,4,0,0,0,1,0.9999881570054148
1289,38,0,non-travel,human resources,2,3,human resources,1,male,3,1,human resources,2,divorced,2592,5,no,13,3,4,3,13,3,3,11,10,3,8,1,0,0,0,1,0.9939322663996387
1290,34,1,travel_frequently,research & development,9,4,life sciences,4,male,3,2,laboratory technician,1,married,5346,4,no,17,3,3,1,11,3,2,7,1,0,7,3,0,0,1,1,0.8824573032694285
1291,37,1,travel_rarely,research & development,10,4,medical,4,male,3,2,manufacturing director,1,single,4213,1,no,15,3,2,0,10,4,1,10,3,0,8,2,0,0,0,1,0.9676065004741186
1292,39,0,travel_frequently,sales,20,3,life sciences,3,male,3,2,sales executive,4,divorced,4127,2,no,18,3,4,1,7,6,3,2,1,2,2,2,0,0,0,1,0.9902311313773396
1294,41,0,travel_rarely,research & development,5,3,life sciences,2,male,4,2,healthcare representative,2,single,6870,3,no,12,3,1,0,11,3,1,3,2,1,2,4,0,0,0,1,0.8659813984339644
1295,41,0,travel_rarely,sales,4,1,marketing,3,female,3,3,sales executive,3,divorced,10447,0,yes,13,3,4,1,23,3,4,22,14,13,5,5,0,0,0,1,0.9737440562943847
1296,30,0,travel_rarely,research & development,10,3,medical,1,female,3,3,manufacturing director,3,single,9667,9,no,14,3,2,0,9,3,3,7,7,0,2,4,0,0,0,1,0.6200634798795358
1297,26,1,travel_rarely,human resources,20,2,medical,4,female,3,1,human resources,2,married,2148,0,yes,11,3,3,0,6,3,3,5,1,1,4,1,0,0,0,1,0.6059869035111862
1299,40,0,travel_rarely,research & development,1,3,life sciences,3,female,3,2,healthcare representative,4,divorced,6513,4,no,17,3,4,1,12,3,3,5,3,0,3,4,0,0,0,0,0.9997945745341051
1300,34,0,travel_rarely,sales,8,2,technical degree,2,male,4,2,sales executive,3,married,6799,1,no,21,4,3,2,10,5,3,10,8,4,8,4,0,0,0,0,0.9995935498726187
1302,35,0,travel_rarely,research & development,23,4,medical,2,male,1,1,laboratory technician,3,married,2705,0,no,16,3,2,1,6,2,4,5,4,0,3,2,0,0,1,0,0.7418423707021113
1304,40,0,travel_rarely,research & development,12,3,life sciences,2,female,3,2,healthcare representative,1,divorced,4448,2,no,12,3,2,1,15,3,3,7,4,7,7,3,0,0,0,0,0.9749373332933448
1306,31,0,travel_frequently,sales,7,4,marketing,1,female,3,3,sales executive,1,married,9637,2,no,14,3,4,2,9,3,3,3,2,2,2,4,0,0,0,1,0.8520103555541323
1307,28,0,travel_rarely,research & development,1,3,medical,3,female,3,1,research scientist,1,married,3591,1,no,25,4,3,1,3,3,3,3,2,1,2,2,0,0,0,0,0.9806553391622373
1308,38,0,travel_rarely,sales,2,4,marketing,2,female,1,2,sales representative,4,married,5405,2,yes,20,4,1,2,20,4,2,4,2,0,3,3,0,0,1,1,0.898112191590767
1309,26,0,travel_rarely,sales,10,3,medical,3,male,3,2,sales executive,4,single,4684,1,no,13,3,1,0,5,4,3,5,3,1,2,3,0,0,0,1,0.7875626617152629
1311,18,0,non-travel,research & development,14,3,medical,2,female,3,1,research scientist,3,single,1514,1,no,16,3,3,0,0,4,1,0,0,0,0,1,1,1,0,2,0.28711159692002647
1312,31,1,travel_rarely,human resources,18,5,human resources,4,male,4,1,human resources,1,married,2956,0,no,17,3,3,0,2,4,3,1,0,0,0,2,0,1,0,0,0.8083918678706934
1313,29,1,travel_rarely,human resources,13,3,human resources,1,male,2,1,human resources,1,divorced,2335,4,yes,15,3,4,3,4,3,3,2,2,2,0,1,0,0,0,1,0.07488380180916769
1315,36,0,travel_rarely,research & development,2,4,other,4,female,3,2,research scientist,2,married,6962,4,yes,22,4,4,1,15,2,3,1,0,0,0,4,0,1,0,1,0.9894308038649832
1317,27,0,travel_frequently,research & development,5,2,life sciences,4,female,3,1,laboratory technician,4,single,2379,0,yes,14,3,3,0,6,3,2,5,4,0,2,1,0,0,1,3,0.32162393763405006
1318,29,0,travel_frequently,research & development,20,1,medical,4,male,3,1,laboratory technician,4,married,3812,1,no,13,3,2,0,11,3,4,11,8,3,10,2,0,0,1,1,0.9834404326096384
1319,32,0,travel_frequently,sales,10,4,marketing,4,male,3,2,sales executive,4,single,4648,8,no,13,3,3,0,4,2,4,0,0,0,0,3,0,1,0,2,0.5775375198855969
1323,28,0,non-travel,human resources,1,2,life sciences,3,male,3,1,human resources,4,divorced,2706,1,no,15,3,2,1,3,2,3,3,2,2,2,2,0,0,0,1,0.9660131341325148
1324,29,0,travel_rarely,research & development,29,1,life sciences,4,male,1,2,healthcare representative,3,divorced,6384,8,no,17,3,4,2,11,3,3,7,0,1,6,4,0,0,0,0,0.9483346079937875
1326,32,1,travel_rarely,sales,2,4,marketing,3,male,2,2,sales executive,2,single,9907,7,yes,12,3,3,0,7,3,2,2,2,2,2,5,0,0,0,2,0.02673618320649933
1328,27,0,travel_rarely,sales,23,1,medical,2,female,2,2,sales representative,3,married,3540,1,no,21,4,4,1,9,5,3,9,8,5,8,2,0,0,1,0,0.9858110651996921
1329,29,0,travel_rarely,human resources,6,1,medical,4,male,2,1,human resources,2,married,2804,1,no,11,3,4,0,1,3,3,1,0,0,0,2,1,1,0,0,0.8344989572256604
1332,29,1,travel_frequently,research & development,24,2,life sciences,4,male,2,1,research scientist,4,single,2439,1,yes,24,4,2,0,1,3,2,1,0,1,0,1,1,1,0,3,0.021503562550718437
1334,27,0,travel_frequently,research & development,15,3,life sciences,4,female,2,1,research scientist,1,married,4774,0,no,19,3,4,1,8,2,2,7,6,7,3,3,0,0,0,1,0.4541539907169119
1335,39,0,travel_rarely,research & development,19,4,other,4,male,3,2,research scientist,4,divorced,3902,8,no,14,3,2,3,7,2,3,2,2,2,2,2,0,0,0,0,0.9933770114741756
1337,28,0,travel_rarely,sales,3,3,medical,2,female,3,1,sales representative,2,married,2856,1,no,19,3,4,1,1,3,3,1,0,0,0,2,1,1,1,0,0.8448931150235511
1338,30,1,travel_rarely,sales,9,3,medical,2,male,3,1,sales representative,4,single,1081,1,no,13,3,3,0,1,3,2,1,0,0,0,1,1,1,1,1,0.5368696500889325
1339,22,1,travel_rarely,research & development,7,1,life sciences,4,male,3,1,research scientist,2,single,2472,1,yes,23,4,1,0,1,2,3,1,0,0,0,1,1,1,0,2,0.027188877150157113
1340,36,0,travel_rarely,sales,10,4,technical degree,2,female,2,2,sales executive,3,married,5673,1,yes,13,3,1,1,10,4,3,10,9,1,7,3,0,0,0,1,0.605854499311223
1341,31,0,travel_rarely,research & development,20,3,life sciences,2,male,3,2,laboratory technician,3,divorced,4197,1,no,11,3,1,1,10,2,3,10,8,0,2,2,0,0,1,0,0.7990292992816449
1342,34,0,travel_rarely,sales,4,3,life sciences,3,male,3,3,sales executive,4,married,9713,2,yes,13,3,4,3,9,3,3,5,3,1,0,4,0,0,0,1,0.9887357551919128
1343,29,0,travel_rarely,research & development,7,3,life sciences,4,male,3,1,laboratory technician,1,single,2062,3,no,14,3,2,0,11,2,3,3,2,1,2,1,0,0,1,1,0.32490867870128143
1344,37,0,travel_rarely,research & development,7,4,medical,4,male,3,2,research scientist,1,married,4284,5,yes,22,4,3,1,16,2,3,5,3,0,4,3,0,0,0,1,0.9828716739866132
1345,35,0,travel_rarely,research & development,16,2,other,4,female,2,2,manufacturing director,2,married,4788,0,yes,11,3,4,0,4,2,3,3,2,0,2,3,0,0,0,1,0.9502054394481134
1347,36,0,travel_frequently,human resources,2,1,human resources,2,male,2,2,human resources,4,single,3886,1,no,21,4,4,0,10,2,2,10,1,0,8,2,0,0,0,2,0.9183687321598225
1348,40,0,travel_rarely,research & development,1,4,life sciences,1,male,3,4,manager,1,divorced,16823,2,no,11,3,1,1,22,3,3,19,7,11,16,5,0,0,0,0,0.9626723824894746
1349,26,0,travel_rarely,research & development,1,2,life sciences,2,female,2,1,research scientist,3,married,2933,1,yes,13,3,3,1,1,3,2,1,0,1,0,2,1,1,0,1,0.15436971481291592
1350,27,0,travel_rarely,sales,2,2,medical,1,female,4,2,sales executive,3,single,6500,0,no,14,3,2,0,9,5,2,8,7,0,7,4,0,0,0,1,0.9723448459437135
1353,34,1,non-travel,research & development,16,4,technical degree,4,male,1,1,research scientist,1,married,2307,1,yes,23,4,2,1,5,2,3,5,2,3,0,1,0,0,0,2,0.1589465379791635
1355,36,0,travel_rarely,sales,17,2,marketing,3,male,2,2,sales executive,2,married,5507,2,no,16,3,3,2,12,1,1,4,2,1,3,3,0,0,0,0,0.8336796938450786
1356,41,0,travel_rarely,sales,8,3,marketing,3,female,3,2,sales executive,2,married,4393,5,no,21,4,3,1,14,3,3,5,4,1,4,3,0,0,0,0,0.9968431179913637
1358,31,0,travel_rarely,sales,10,2,medical,3,female,3,2,sales executive,4,divorced,6583,2,yes,11,3,4,1,8,2,3,5,2,1,4,4,0,0,0,1,0.9878766907195667
1359,34,0,travel_rarely,sales,3,1,medical,4,female,2,2,sales executive,4,married,8103,3,yes,12,3,3,0,9,3,2,4,2,0,1,4,0,0,0,1,0.8458189582142533
1360,31,0,travel_rarely,research & development,4,3,medical,1,female,4,1,laboratory technician,3,divorced,3978,8,no,12,3,2,1,4,0,2,2,2,2,2,2,0,0,1,0,0.4877109937459764
1361,26,0,travel_frequently,research & development,6,3,other,3,male,4,1,laboratory technician,4,married,2544,0,no,18,3,1,1,8,3,3,7,7,7,7,1,0,0,1,1,0.788900208282665
1363,33,0,travel_rarely,sales,10,4,marketing,2,male,3,2,sales executive,3,single,5487,1,no,14,3,2,0,10,2,2,10,4,0,9,3,0,0,0,1,0.7759003432390749
1364,28,0,travel_frequently,sales,1,2,life sciences,3,male,2,2,sales executive,4,married,6834,1,yes,12,3,3,1,7,2,3,7,7,0,7,4,0,0,0,2,0.7899194478820992
1365,29,1,travel_frequently,sales,24,3,technical degree,3,male,4,1,sales representative,1,single,1091,1,no,17,3,4,0,1,3,3,1,0,0,0,1,1,1,1,2,0.22990974268616518
1366,39,0,non-travel,sales,21,4,life sciences,1,female,1,2,sales executive,3,married,5736,6,no,19,3,3,1,10,1,3,3,2,1,2,3,0,0,0,1,0.27608937639026015
1367,27,0,travel_rarely,research & development,2,4,technical degree,2,male,3,1,research scientist,2,married,2226,1,no,11,3,3,1,6,3,2,5,3,1,2,1,0,0,0,0,0.9076074207842109
1368,34,0,travel_frequently,research & development,22,4,other,3,male,2,2,research scientist,4,married,5747,1,yes,15,3,2,0,16,3,3,15,10,6,11,4,0,0,0,2,0.6447901727548722
1369,28,1,travel_rarely,sales,13,2,marketing,4,female,3,2,sales executive,3,single,9854,3,yes,11,3,4,0,6,0,3,2,0,2,2,4,0,0,0,2,0.2717277103441385
1372,39,0,travel_rarely,research & development,9,2,medical,1,male,3,2,manufacturing director,1,married,5151,1,no,25,4,4,1,10,3,3,10,0,7,9,3,0,0,0,0,0.9940164628452922
1373,38,0,travel_frequently,research & development,8,3,medical,4,female,2,2,research scientist,2,divorced,2133,1,yes,16,3,3,1,20,3,3,20,11,0,7,1,0,0,0,2,0.9587739185229546
1375,32,1,travel_frequently,research & development,5,2,life sciences,1,female,4,1,research scientist,3,single,2432,3,yes,14,3,1,0,8,2,3,4,1,0,3,1,0,0,0,3,0.06315042644423721
1376,38,0,travel_rarely,research & development,9,2,life sciences,2,male,3,1,research scientist,4,divorced,4771,2,no,19,3,4,2,10,0,4,5,2,0,3,3,0,0,0,0,0.9988638707457919
1379,27,1,travel_frequently,human resources,22,3,human resources,1,female,2,1,human resources,2,married,2863,1,no,12,3,1,0,1,2,3,1,0,0,0,2,1,1,0,1,0.005752230739587328
1380,35,0,travel_rarely,sales,18,4,medical,2,male,3,2,sales executive,1,married,5561,0,no,16,3,4,1,6,2,1,5,3,0,4,3,0,0,0,0,0.886318568227424
1381,28,0,non-travel,research & development,16,3,medical,3,male,3,1,research scientist,3,single,2144,1,no,14,3,3,0,5,3,2,5,3,1,4,1,0,0,0,2,0.9195378261032221
1382,31,0,non-travel,research & development,3,2,medical,3,male,3,1,research scientist,1,divorced,3065,1,yes,13,3,4,1,4,3,4,4,2,2,3,2,0,0,0,2,0.9759830124478027
1383,36,0,non-travel,research & development,9,4,life sciences,1,male,4,1,laboratory technician,2,married,2810,1,no,22,4,2,0,5,3,3,5,4,0,2,2,0,0,1,1,0.9541930435339625
1384,34,0,travel_rarely,sales,1,3,marketing,1,male,3,3,sales executive,4,single,9888,1,no,21,4,1,0,14,3,2,14,8,2,1,5,0,0,0,1,0.7441064408666094
1385,34,0,travel_rarely,sales,13,4,medical,4,male,3,3,sales executive,3,divorced,8628,1,no,18,3,3,1,9,2,2,8,7,1,1,4,0,0,0,0,0.9799667400904998
1386,26,0,travel_rarely,research & development,1,3,medical,3,male,3,1,laboratory technician,1,single,2867,0,no,13,3,4,0,8,6,2,7,7,7,6,2,0,0,1,1,0.8367427138750473
1387,29,0,travel_rarely,research & development,1,3,life sciences,1,male,3,2,healthcare representative,1,married,5373,0,no,12,3,1,1,6,5,2,5,3,0,2,3,0,0,0,0,0.8186370715651996
1388,32,0,non-travel,research & development,15,4,medical,3,female,3,2,healthcare representative,4,divorced,6667,5,no,18,3,2,1,9,6,3,5,1,1,2,4,0,0,0,1,0.9982158989148331
1389,31,0,travel_frequently,research & development,1,3,life sciences,4,male,1,2,research scientist,1,married,5003,1,no,21,4,2,0,10,6,3,10,8,8,7,3,0,0,0,1,0.7375887450513897
1390,28,1,travel_rarely,research & development,17,3,technical degree,3,male,2,1,laboratory technician,4,divorced,2367,5,no,12,3,1,1,6,2,2,4,1,0,3,1,0,0,1,0,0.3775697001990243
1391,38,0,travel_rarely,sales,1,3,life sciences,1,male,2,1,sales representative,1,single,2858,4,no,14,3,1,0,20,3,2,1,0,0,0,2,0,1,1,1,0.08936337301069791
1392,35,0,travel_rarely,sales,7,4,life sciences,3,female,3,2,sales executive,4,married,5204,1,yes,11,3,4,0,10,2,3,10,8,0,9,3,0,0,0,1,0.9856148185673533
1393,27,0,travel_rarely,sales,9,3,marketing,4,male,3,2,sales executive,4,single,4105,1,no,14,3,1,0,7,5,3,7,7,0,7,2,0,0,0,1,0.9500452900883543
1394,32,0,travel_rarely,research & development,5,4,life sciences,4,male,2,2,manufacturing director,4,single,9679,8,no,24,4,2,0,8,1,3,1,0,0,0,4,0,1,0,1,0.6559895922968269
1395,31,1,travel_frequently,sales,26,4,marketing,1,male,3,2,sales executive,4,married,5617,1,yes,11,3,3,0,10,4,3,10,7,0,8,3,0,0,0,2,0.592412258349746
1398,33,0,travel_frequently,research & development,7,2,life sciences,4,male,3,2,healthcare representative,3,divorced,5968,1,no,20,4,3,3,9,2,3,9,7,2,8,4,0,0,0,1,0.9998615026093053
1400,38,0,travel_frequently,human resources,1,4,other,4,male,3,1,human resources,2,married,2991,0,yes,11,3,2,1,7,2,3,6,2,1,2,2,0,0,0,2,0.6366579846491184
1402,31,0,travel_rarely,research & development,2,1,medical,4,female,1,1,laboratory technician,4,divorced,1129,1,yes,11,3,3,3,1,4,3,1,0,0,0,1,1,1,1,1,0.9299172427340142
1403,39,0,travel_rarely,sales,15,4,marketing,2,male,3,4,sales executive,1,single,13341,0,no,12,3,1,0,21,3,3,20,8,11,10,5,0,0,0,1,0.3022791368167698
1405,31,0,non-travel,research & development,10,3,medical,3,female,3,3,research director,3,married,11031,4,no,20,4,3,1,13,2,4,11,7,4,8,5,0,0,0,1,0.9995538356655234
1407,24,0,travel_rarely,research & development,1,2,life sciences,2,male,2,2,healthcare representative,3,single,4617,1,no,12,3,2,0,4,2,2,4,3,1,2,3,0,0,0,1,0.36136104965937554
1408,23,0,travel_rarely,research & development,12,2,other,4,male,3,1,laboratory technician,4,single,2647,1,no,13,3,3,0,5,6,4,5,2,1,4,1,0,0,1,1,0.955233047292982
1409,40,0,travel_frequently,research & development,11,3,technical degree,4,female,3,2,laboratory technician,3,married,6323,1,no,11,3,1,1,10,2,4,10,9,9,4,4,0,0,1,1,0.9452424318582334
1410,40,0,travel_rarely,sales,2,2,marketing,2,female,3,2,sales executive,2,married,5677,3,no,14,3,3,1,15,4,3,11,8,5,10,3,0,0,0,0,0.9929233594075335
1411,25,0,travel_rarely,human resources,2,3,human resources,3,female,3,1,human resources,2,married,2187,4,no,14,3,3,0,6,3,3,2,0,1,2,1,0,0,0,0,0.5774310812162969
1412,30,0,travel_rarely,research & development,1,2,medical,4,male,3,1,laboratory technician,2,married,3748,1,no,13,3,3,0,12,6,2,12,8,1,7,2,0,0,1,0,0.9939667465397365
1413,25,0,travel_rarely,research & development,2,1,other,4,male,3,1,laboratory technician,3,divorced,3977,6,yes,19,3,3,1,7,2,2,2,2,0,2,2,0,0,1,1,0.36853351750358987
1415,33,0,non-travel,research & development,1,2,medical,2,male,2,1,laboratory technician,3,divorced,2008,1,no,12,3,3,3,1,2,2,1,1,0,0,1,1,1,1,1,0.9573121246319855
1416,38,0,travel_rarely,sales,1,4,life sciences,4,male,3,2,sales executive,2,married,4440,0,no,15,3,1,2,16,3,3,15,13,5,8,3,0,0,0,0,0.9930189298412316
1417,31,0,travel_rarely,sales,2,2,life sciences,1,male,3,1,sales representative,3,married,3067,0,no,19,3,3,1,3,1,3,2,2,1,2,2,0,0,1,0,0.8167519081291637
1418,38,0,travel_frequently,research & development,6,4,life sciences,1,male,2,2,manufacturing director,3,married,5321,2,no,11,3,4,1,10,1,3,8,3,7,7,3,0,0,0,1,0.9313141928974731
1420,41,0,travel_rarely,research & development,1,3,life sciences,4,male,3,1,research scientist,4,married,2782,3,no,22,4,1,1,12,3,3,5,3,1,0,2,0,0,0,0,0.9976787417688691
1422,35,0,travel_rarely,research & development,11,4,medical,4,male,3,1,laboratory technician,3,married,2660,7,yes,11,3,3,1,5,3,3,2,2,2,2,1,0,0,1,1,0.6473025993944206
1423,22,0,travel_rarely,research & development,1,2,life sciences,4,male,3,1,research scientist,3,single,3375,0,no,12,3,4,0,4,2,4,3,2,1,2,2,0,0,0,1,0.975176608181027
1424,35,0,travel_rarely,research & development,9,4,medical,2,male,3,2,research scientist,3,single,5098,1,no,19,3,2,0,10,5,3,10,7,0,8,3,0,0,0,1,0.9852636637752599
1425,33,0,travel_rarely,research & development,15,2,medical,2,female,3,2,healthcare representative,4,married,4878,0,yes,13,3,1,1,10,6,3,9,7,8,1,3,0,0,0,1,0.851788502081727
1426,32,0,travel_rarely,research & development,29,4,life sciences,3,female,2,1,laboratory technician,2,single,2837,1,no,13,3,3,0,6,3,3,6,2,4,1,2,0,0,1,1,0.1309600538365717
1427,40,0,travel_rarely,research & development,1,4,life sciences,1,male,3,1,laboratory technician,4,married,2406,8,no,19,3,3,2,8,3,2,1,0,0,0,1,0,1,1,0,0.7515487641034897
1428,32,0,travel_rarely,sales,1,4,medical,2,male,2,1,sales representative,2,married,2269,0,no,14,3,2,1,3,2,3,2,2,2,2,1,0,0,1,0,0.6119191683154103
1429,39,0,travel_rarely,research & development,24,1,life sciences,1,male,3,2,research scientist,4,single,4108,7,no,13,3,1,0,18,2,3,7,7,1,7,2,0,0,0,1,0.7286379668255535
1430,38,0,travel_rarely,research & development,10,3,medical,2,female,1,3,research director,3,married,13206,3,no,12,3,1,1,20,3,3,18,16,1,11,5,0,0,0,0,0.9831915793747046
1431,32,0,travel_rarely,sales,1,4,marketing,3,female,3,3,sales executive,4,married,10422,1,no,19,3,3,2,14,3,3,14,10,5,7,5,0,0,0,0,0.9978208396186117
1432,37,0,travel_rarely,research & development,10,3,life sciences,3,female,4,3,research director,4,married,13744,1,yes,25,4,1,1,16,2,3,16,11,6,8,5,0,0,0,1,0.9756864793967274
1433,25,0,travel_rarely,sales,8,2,other,1,female,3,2,sales executive,3,divorced,4907,0,yes,22,4,2,1,6,3,2,5,3,0,4,3,0,0,0,1,0.5776362141340794
1436,21,0,travel_rarely,sales,5,1,medical,3,male,3,1,sales representative,1,single,2380,1,yes,11,3,4,0,2,6,3,2,2,1,2,1,0,0,1,2,0.316834381674777
1437,39,0,non-travel,research & development,9,3,life sciences,4,male,3,5,manager,4,single,19431,2,no,13,3,3,0,21,3,2,6,0,1,3,5,0,0,0,2,0.9985156773234178
1438,23,1,travel_frequently,sales,9,3,marketing,4,male,3,1,sales representative,1,married,1790,1,no,19,3,1,1,1,3,2,1,0,1,0,1,1,1,1,1,0.045094973623363864
1439,36,0,travel_rarely,sales,3,3,medical,1,female,2,3,sales executive,4,married,7644,0,no,19,3,3,2,10,2,3,9,7,3,4,4,0,0,0,0,0.9870164541033828
1440,36,0,travel_frequently,research & development,4,2,life sciences,4,female,3,2,manufacturing director,2,divorced,5131,7,no,13,3,2,3,18,3,3,4,2,0,2,3,0,0,0,1,0.998713775560214
1442,29,1,travel_rarely,research & development,1,4,medical,1,male,3,1,research scientist,4,married,4787,9,yes,14,3,2,3,4,3,4,2,2,2,2,3,0,0,0,1,0.7548844219563631
1445,41,0,travel_rarely,research & development,28,4,life sciences,1,female,2,4,manufacturing director,2,married,13570,0,no,23,4,3,1,21,3,3,20,7,0,10,5,0,0,0,0,0.9966741755740869
1446,34,0,travel_rarely,sales,28,3,marketing,4,female,2,2,sales executive,3,married,6712,1,no,21,4,4,2,8,2,3,8,7,1,7,4,0,0,0,0,0.9983493393916864
1447,36,0,non-travel,sales,15,4,marketing,4,male,1,2,sales executive,4,divorced,5406,1,no,24,4,1,1,15,4,2,15,12,11,11,3,0,0,0,1,0.9306384366018613
1448,41,0,travel_rarely,sales,3,3,life sciences,3,male,2,2,sales executive,2,divorced,8938,2,no,11,3,3,1,14,5,3,5,4,0,4,4,0,0,0,0,0.9936681565572208
1449,32,0,travel_rarely,research & development,2,3,technical degree,4,male,3,1,research scientist,1,single,2439,1,no,14,3,4,0,4,4,3,4,2,1,2,1,0,0,0,1,0.9377809343591204
1450,35,0,travel_rarely,human resources,26,4,life sciences,3,female,3,3,human resources,4,single,8837,1,yes,16,3,3,0,9,2,3,9,0,1,7,4,0,0,0,2,0.594433680749384
1451,38,0,travel_rarely,sales,10,2,life sciences,1,female,3,2,sales executive,4,married,5343,1,no,11,3,3,1,10,1,3,10,7,1,9,3,0,0,0,0,0.9933896300496514
1453,36,0,travel_rarely,sales,11,4,marketing,2,female,2,2,sales executive,4,married,6652,4,no,13,3,1,1,8,2,2,6,3,0,0,4,0,0,0,0,0.6120662973979824
1455,40,0,travel_rarely,research & development,2,4,life sciences,3,male,2,1,research scientist,3,single,2809,2,no,14,3,4,0,8,2,3,2,2,2,2,2,0,0,0,1,0.9372102101179094
1456,35,0,travel_frequently,research & development,18,4,life sciences,3,male,3,2,healthcare representative,3,married,5689,1,yes,14,3,4,2,10,2,4,10,2,0,2,3,0,0,0,2,0.9698717992293796
1457,40,0,travel_rarely,research & development,2,4,medical,3,female,3,1,research scientist,3,married,2001,2,no,14,3,2,3,20,2,3,5,3,0,2,1,0,0,0,0,0.999535852712106
1458,35,0,travel_rarely,research & development,1,4,life sciences,3,female,1,1,research scientist,4,married,2977,1,no,12,3,4,1,4,5,3,4,3,1,1,2,0,0,0,0,0.9931876121816947
1459,29,0,travel_rarely,research & development,13,2,other,4,male,2,2,laboratory technician,2,married,4025,4,yes,13,3,1,1,10,2,3,4,3,0,3,2,0,0,1,1,0.14722515496460867
1460,29,0,travel_rarely,research & development,28,4,medical,4,female,2,1,research scientist,1,single,3785,1,no,14,3,2,0,5,3,1,5,4,0,4,2,0,0,0,1,0.259584215246055
1462,39,0,travel_rarely,sales,24,1,marketing,2,female,2,4,sales executive,4,married,12031,0,no,11,3,1,1,21,2,2,20,9,9,6,5,0,0,0,0,0.7495354407070896
1463,31,0,non-travel,research & development,5,3,medical,2,male,3,2,manufacturing director,1,single,9936,0,no,19,3,2,0,10,2,3,9,4,1,7,5,0,0,0,2,0.9439140501059581
1464,26,0,travel_rarely,sales,5,3,other,4,female,2,1,sales representative,3,single,2966,0,no,18,3,4,0,5,2,3,4,2,0,0,2,0,0,1,1,0.7357189670516188
1465,36,0,travel_frequently,research & development,23,2,medical,3,male,4,2,laboratory technician,4,married,2571,4,no,17,3,3,1,17,3,3,5,2,0,3,1,0,0,1,1,0.9938427442902539
1466,39,0,travel_rarely,research & development,6,1,medical,4,male,2,3,healthcare representative,1,married,9991,4,no,15,3,1,1,9,5,3,7,7,1,7,5,0,0,0,0,0.9923634881574847
1467,27,0,travel_rarely,research & development,4,3,life sciences,2,male,4,2,manufacturing director,2,married,6142,1,yes,20,4,2,1,6,0,3,6,2,0,3,4,0,0,0,1,0.9239142050220673
1469,34,0,travel_rarely,research & development,8,3,medical,2,male,4,2,laboratory technician,3,married,4404,2,no,12,3,1,0,6,3,4,4,3,1,2,3,0,0,1,0,0.9709262231115485
